"ccaa","year","codigo","variable","value"
"Madrid (Comunidad de)",2009,"13","parados_tb_2a4a",34600
"Madrid (Comunidad de)",2007,"13","parados_tb_2a4a",14469
"Madrid (Comunidad de)",2008,"13","parados_tb_2a4a",15440
"Madrid (Comunidad de)",2006,"13","parados_tb_2a4a",12321
"Madrid (Comunidad de)",2012,"13","parados_tb_2a4a",122979
"Madrid (Comunidad de)",2010,"13","parados_tb_2a4a",58644
"Madrid (Comunidad de)",2013,"13","parados_tb_2a4a",157056
"Madrid (Comunidad de)",2014,"13","parados_tb_2a4a",169413
"Madrid (Comunidad de)",2015,"13","parados_tb_2a4a",177280
"Melilla",2008,"19","parados_tb_2a4a",958
"Melilla",2012,"19","parados_tb_2a4a",2462
"Melilla",2010,"19","parados_tb_2a4a",1413
"Melilla",2013,"19","parados_tb_2a4a",2331
"Melilla",2006,"19","parados_tb_2a4a",357
"Melilla",2009,"19","parados_tb_2a4a",1798
"Melilla",2007,"19","parados_tb_2a4a",588
"Melilla",2011,"19","parados_tb_2a4a",2610
"Melilla",2014,"19","parados_tb_2a4a",2004
"Melilla",2015,"19","parados_tb_2a4a",3280
"Murcia (Región de)",2013,"14","parados_tb_2a4a",49393
"Murcia (Región de)",2009,"14","parados_tb_2a4a",5864
"Murcia (Región de)",2011,"14","parados_tb_2a4a",37061
"Murcia (Región de)",2014,"14","parados_tb_2a4a",45915
"Murcia (Región de)",2007,"14","parados_tb_2a4a",2277
"Murcia (Región de)",2010,"14","parados_tb_2a4a",20401
"Murcia (Región de)",2008,"14","parados_tb_2a4a",3921
"Murcia (Región de)",2006,"14","parados_tb_2a4a",3305
"Murcia (Región de)",2012,"14","parados_tb_2a4a",44205
"Murcia (Región de)",2015,"14","parados_tb_2a4a",44314
"Nacional",2014,"0","parados_tb_2a4a",1389591
"Nacional",2010,"0","parados_tb_2a4a",572067
"Nacional",2008,"0","parados_tb_2a4a",156059
"Nacional",2006,"0","parados_tb_2a4a",139847
"Nacional",2012,"0","parados_tb_2a4a",1244324
"Nacional",2015,"0","parados_tb_2a4a",1240822
"Nacional",2013,"0","parados_tb_2a4a",1401332
"Nacional",2011,"0","parados_tb_2a4a",936402
"Nacional",2009,"0","parados_tb_2a4a",278537
"Nacional",2007,"0","parados_tb_2a4a",140640
"Navarra (Comunidad Foral de)",2015,"15","parados_tb_2a4a",11005
"Navarra (Comunidad Foral de)",2013,"15","parados_tb_2a4a",10564
"Navarra (Comunidad Foral de)",2011,"15","parados_tb_2a4a",5955
"Navarra (Comunidad Foral de)",2009,"15","parados_tb_2a4a",1465
"Navarra (Comunidad Foral de)",2007,"15","parados_tb_2a4a",1007
"Navarra (Comunidad Foral de)",2008,"15","parados_tb_2a4a",948
"Navarra (Comunidad Foral de)",2014,"15","parados_tb_2a4a",11976
"Navarra (Comunidad Foral de)",2012,"15","parados_tb_2a4a",9313
"Navarra (Comunidad Foral de)",2010,"15","parados_tb_2a4a",3684
"Navarra (Comunidad Foral de)",2006,"15","parados_tb_2a4a",1495
"País Vasco",2015,"16","parados_tb_2a4a",40445
"País Vasco",2013,"16","parados_tb_2a4a",35368
"País Vasco",2011,"16","parados_tb_2a4a",23593
"País Vasco",2009,"16","parados_tb_2a4a",9541
"País Vasco",2007,"16","parados_tb_2a4a",5864
"País Vasco",2008,"16","parados_tb_2a4a",6895
"País Vasco",2014,"16","parados_tb_2a4a",40449
"País Vasco",2012,"16","parados_tb_2a4a",33028
"País Vasco",2010,"16","parados_tb_2a4a",13809
"País Vasco",2006,"16","parados_tb_2a4a",6246
"Rioja (La)",2009,"17","parados_tb_2a4a",1163
"Rioja (La)",2006,"17","parados_tb_2a4a",677
"Rioja (La)",2007,"17","parados_tb_2a4a",611
"Rioja (La)",2010,"17","parados_tb_2a4a",2042
"Rioja (La)",2008,"17","parados_tb_2a4a",430
"Rioja (La)",2011,"17","parados_tb_2a4a",4724
"Rioja (La)",2014,"17","parados_tb_2a4a",6753
"Rioja (La)",2012,"17","parados_tb_2a4a",6388
"Rioja (La)",2015,"17","parados_tb_2a4a",5691
"Rioja (La)",2013,"17","parados_tb_2a4a",6264
"Andalucía",2008,"1","parados_tb_1a2a",91501
"Andalucía",2006,"1","parados_tb_1a2a",69286
"Andalucía",2009,"1","parados_tb_1a2a",185424
"Andalucía",2007,"1","parados_tb_1a2a",61806
"Andalucía",2010,"1","parados_tb_1a2a",255943
"Andalucía",2013,"1","parados_tb_1a2a",299083
"Andalucía",2011,"1","parados_tb_1a2a",270258
"Andalucía",2014,"1","parados_tb_1a2a",250511
"Andalucía",2015,"1","parados_tb_1a2a",215959
"Andalucía",2012,"1","parados_tb_1a2a",294350
"Aragón",2007,"2","parados_tb_1a2a",3989
"Aragón",2008,"2","parados_tb_1a2a",4741
"Aragón",2006,"2","parados_tb_1a2a",4221
"Aragón",2009,"2","parados_tb_1a2a",14437
"Aragón",2012,"2","parados_tb_1a2a",28065
"Aragón",2010,"2","parados_tb_1a2a",26737
"Aragón",2013,"2","parados_tb_1a2a",32907
"Aragón",2014,"2","parados_tb_1a2a",29681
"Aragón",2015,"2","parados_tb_1a2a",19047
"Aragón",2011,"2","parados_tb_1a2a",29026
"Asturias (Principado de)",2006,"3","parados_tb_1a2a",7068
"Asturias (Principado de)",2009,"3","parados_tb_1a2a",12462
"Asturias (Principado de)",2015,"3","parados_tb_1a2a",12130
"Asturias (Principado de)",2013,"3","parados_tb_1a2a",27862
"Asturias (Principado de)",2011,"3","parados_tb_1a2a",18792
"Asturias (Principado de)",2014,"3","parados_tb_1a2a",21394
"Asturias (Principado de)",2007,"3","parados_tb_1a2a",4635
"Asturias (Principado de)",2010,"3","parados_tb_1a2a",18021
"Asturias (Principado de)",2008,"3","parados_tb_1a2a",5534
"Asturias (Principado de)",2012,"3","parados_tb_1a2a",23075
"Balears (Illes)",2014,"4","parados_tb_1a2a",19397
"Balears (Illes)",2010,"4","parados_tb_1a2a",26519
"Balears (Illes)",2008,"4","parados_tb_1a2a",4856
"Balears (Illes)",2006,"4","parados_tb_1a2a",3458
"Balears (Illes)",2012,"4","parados_tb_1a2a",30127
"Balears (Illes)",2015,"4","parados_tb_1a2a",18246
"Balears (Illes)",2013,"4","parados_tb_1a2a",28573
"Balears (Illes)",2011,"4","parados_tb_1a2a",23755
"Balears (Illes)",2009,"4","parados_tb_1a2a",16786
"Balears (Illes)",2007,"4","parados_tb_1a2a",2625
"Canarias",2006,"5","parados_tb_1a2a",15104
"Canarias",2007,"5","parados_tb_1a2a",15135
"Canarias",2008,"5","parados_tb_1a2a",23699
"Canarias",2011,"5","parados_tb_1a2a",77741
"Canarias",2009,"5","parados_tb_1a2a",61388
"Canarias",2015,"5","parados_tb_1a2a",55752
"Canarias",2013,"5","parados_tb_1a2a",87678
"Canarias",2014,"5","parados_tb_1a2a",70854
"Canarias",2012,"5","parados_tb_1a2a",80938
"Canarias",2010,"5","parados_tb_1a2a",87255
"Cantabria",2008,"6","parados_tb_1a2a",1650
"Cantabria",2006,"6","parados_tb_1a2a",2234
"Cantabria",2009,"6","parados_tb_1a2a",5340
"Cantabria",2007,"6","parados_tb_1a2a",1670
"Cantabria",2010,"6","parados_tb_1a2a",9794
"Cantabria",2013,"6","parados_tb_1a2a",12937
"Cantabria",2011,"6","parados_tb_1a2a",8712
"Cantabria",2014,"6","parados_tb_1a2a",10141
"Cantabria",2015,"6","parados_tb_1a2a",8714
"Cantabria",2012,"6","parados_tb_1a2a",12785
"Castilla y León",2010,"7","parados_tb_1a2a",44697
"Castilla y León",2008,"7","parados_tb_1a2a",13847
"Castilla y León",2006,"7","parados_tb_1a2a",14452
"Castilla y León",2007,"7","parados_tb_1a2a",10536
"Castilla y León",2011,"7","parados_tb_1a2a",49706
"Castilla y León",2009,"7","parados_tb_1a2a",30211
"Castilla y León",2012,"7","parados_tb_1a2a",56308
"Castilla y León",2015,"7","parados_tb_1a2a",49174
"Castilla y León",2013,"7","parados_tb_1a2a",61744
"Castilla y León",2014,"7","parados_tb_1a2a",49882
"Castilla-La Mancha",2006,"8","parados_tb_1a2a",12356
"Castilla-La Mancha",2009,"8","parados_tb_1a2a",35202
"Castilla-La Mancha",2015,"8","parados_tb_1a2a",61442
"Castilla-La Mancha",2013,"8","parados_tb_1a2a",79584
"Castilla-La Mancha",2011,"8","parados_tb_1a2a",57475
"Castilla-La Mancha",2014,"8","parados_tb_1a2a",63691
"Castilla-La Mancha",2007,"8","parados_tb_1a2a",9226
"Castilla-La Mancha",2010,"8","parados_tb_1a2a",55598
"Castilla-La Mancha",2008,"8","parados_tb_1a2a",12948
"Castilla-La Mancha",2012,"8","parados_tb_1a2a",68470
"Cataluña",2008,"9","parados_tb_1a2a",40681
"Cataluña",2014,"9","parados_tb_1a2a",162716
"Cataluña",2012,"9","parados_tb_1a2a",211804
"Cataluña",2010,"9","parados_tb_1a2a",211627
"Cataluña",2013,"9","parados_tb_1a2a",223478
"Cataluña",2006,"9","parados_tb_1a2a",37181
"Cataluña",2009,"9","parados_tb_1a2a",120292
"Cataluña",2015,"9","parados_tb_1a2a",147243
"Cataluña",2011,"9","parados_tb_1a2a",188604
"Cataluña",2007,"9","parados_tb_1a2a",37727
"Ceuta",2010,"18","parados_tb_1a2a",3076
"Ceuta",2008,"18","parados_tb_1a2a",1287
"Ceuta",2006,"18","parados_tb_1a2a",1595
"Ceuta",2007,"18","parados_tb_1a2a",1804
"Ceuta",2011,"18","parados_tb_1a2a",2524
"Ceuta",2009,"18","parados_tb_1a2a",1655
"Ceuta",2012,"18","parados_tb_1a2a",3895
"Ceuta",2015,"18","parados_tb_1a2a",2334
"Ceuta",2013,"18","parados_tb_1a2a",3352
"Ceuta",2014,"18","parados_tb_1a2a",2054
"Comunidad Valenciana",2006,"10","parados_tb_1a2a",25296
"Comunidad Valenciana",2007,"10","parados_tb_1a2a",25270
"Comunidad Valenciana",2008,"10","parados_tb_1a2a",36357
"Comunidad Valenciana",2011,"10","parados_tb_1a2a",158642
"Comunidad Valenciana",2009,"10","parados_tb_1a2a",104744
"Comunidad Valenciana",2015,"10","parados_tb_1a2a",103118
"Comunidad Valenciana",2013,"10","parados_tb_1a2a",159281
"Comunidad Valenciana",2014,"10","parados_tb_1a2a",116795
"Comunidad Valenciana",2012,"10","parados_tb_1a2a",156817
"Comunidad Valenciana",2010,"10","parados_tb_1a2a",170690
"Extremadura",2008,"11","parados_tb_1a2a",9874
"Extremadura",2012,"11","parados_tb_1a2a",39346
"Extremadura",2010,"11","parados_tb_1a2a",27132
"Extremadura",2013,"11","parados_tb_1a2a",39717
"Extremadura",2006,"11","parados_tb_1a2a",9900
"Extremadura",2009,"11","parados_tb_1a2a",17262
"Extremadura",2007,"11","parados_tb_1a2a",8683
"Extremadura",2011,"11","parados_tb_1a2a",27867
"Extremadura",2014,"11","parados_tb_1a2a",26809
"Extremadura",2015,"11","parados_tb_1a2a",25379
"Galicia",2006,"12","parados_tb_1a2a",14279
"Galicia",2007,"12","parados_tb_1a2a",11492
"Galicia",2010,"12","parados_tb_1a2a",46917
"Galicia",2008,"12","parados_tb_1a2a",15189
"Galicia",2014,"12","parados_tb_1a2a",56099
"Galicia",2012,"12","parados_tb_1a2a",61213
"Galicia",2015,"12","parados_tb_1a2a",54395
"Galicia",2013,"12","parados_tb_1a2a",65178
"Galicia",2011,"12","parados_tb_1a2a",56099
"Galicia",2009,"12","parados_tb_1a2a",26593
"Madrid (Comunidad de)",2011,"13","parados_tb_1a2a",139613
"Madrid (Comunidad de)",2009,"13","parados_tb_1a2a",82236
"Madrid (Comunidad de)",2007,"13","parados_tb_1a2a",25504
"Madrid (Comunidad de)",2008,"13","parados_tb_1a2a",32330
"Madrid (Comunidad de)",2006,"13","parados_tb_1a2a",23690
"Madrid (Comunidad de)",2012,"13","parados_tb_1a2a",162818
"Madrid (Comunidad de)",2010,"13","parados_tb_1a2a",143990
"Madrid (Comunidad de)",2013,"13","parados_tb_1a2a",159245
"Madrid (Comunidad de)",2014,"13","parados_tb_1a2a",136287
"Madrid (Comunidad de)",2015,"13","parados_tb_1a2a",132939
"Melilla",2008,"19","parados_tb_1a2a",1346
"Melilla",2012,"19","parados_tb_1a2a",2170
"Melilla",2010,"19","parados_tb_1a2a",1750
"Melilla",2013,"19","parados_tb_1a2a",2873
"Melilla",2006,"19","parados_tb_1a2a",994
"Melilla",2009,"19","parados_tb_1a2a",1431
"Melilla",2007,"19","parados_tb_1a2a",926
"Melilla",2011,"19","parados_tb_1a2a",1776
"Melilla",2014,"19","parados_tb_1a2a",2123
"Melilla",2015,"19","parados_tb_1a2a",1181
"Murcia (Región de)",2013,"14","parados_tb_1a2a",41681
"Murcia (Región de)",2009,"14","parados_tb_1a2a",26696
"Murcia (Región de)",2011,"14","parados_tb_1a2a",45120
"Murcia (Región de)",2014,"14","parados_tb_1a2a",38814
"Murcia (Región de)",2007,"14","parados_tb_1a2a",5898
"Murcia (Región de)",2010,"14","parados_tb_1a2a",47522
"Murcia (Región de)",2008,"14","parados_tb_1a2a",10122
"Murcia (Región de)",2006,"14","parados_tb_1a2a",5856
"Murcia (Región de)",2012,"14","parados_tb_1a2a",42970
"Murcia (Región de)",2015,"14","parados_tb_1a2a",26771
"Nacional",2014,"0","parados_tb_1a2a",1111850
"Nacional",2010,"0","parados_tb_1a2a",1220733
"Nacional",2008,"0","parados_tb_1a2a",316743
"Nacional",2006,"0","parados_tb_1a2a",261467
"Nacional",2012,"0","parados_tb_1a2a",1331991
"Nacional",2015,"0","parados_tb_1a2a",979829
"Nacional",2013,"0","parados_tb_1a2a",1388158
"Nacional",2011,"0","parados_tb_1a2a",1207245
"Nacional",2009,"0","parados_tb_1a2a",770791
"Nacional",2007,"0","parados_tb_1a2a",239220
"Navarra (Comunidad Foral de)",2015,"15","parados_tb_1a2a",9850
"Navarra (Comunidad Foral de)",2013,"15","parados_tb_1a2a",14351
"Navarra (Comunidad Foral de)",2011,"15","parados_tb_1a2a",9388
"Navarra (Comunidad Foral de)",2009,"15","parados_tb_1a2a",5220
"Navarra (Comunidad Foral de)",2007,"15","parados_tb_1a2a",1516
"Navarra (Comunidad Foral de)",2008,"15","parados_tb_1a2a",2207
"Navarra (Comunidad Foral de)",2014,"15","parados_tb_1a2a",10862
"Navarra (Comunidad Foral de)",2012,"15","parados_tb_1a2a",11861
"Navarra (Comunidad Foral de)",2010,"15","parados_tb_1a2a",9093
"Navarra (Comunidad Foral de)",2006,"15","parados_tb_1a2a",1899
"País Vasco",2015,"16","parados_tb_1a2a",29810
"País Vasco",2013,"16","parados_tb_1a2a",41543
"País Vasco",2011,"16","parados_tb_1a2a",34557
"País Vasco",2009,"16","parados_tb_1a2a",19709
"País Vasco",2007,"16","parados_tb_1a2a",9590
"País Vasco",2008,"16","parados_tb_1a2a",6863
"País Vasco",2014,"16","parados_tb_1a2a",37953
"País Vasco",2012,"16","parados_tb_1a2a",37454
"País Vasco",2010,"16","parados_tb_1a2a",27831
"País Vasco",2006,"16","parados_tb_1a2a",11453
"Rioja (La)",2009,"17","parados_tb_1a2a",3704
"Rioja (La)",2006,"17","parados_tb_1a2a",1144
"Rioja (La)",2007,"17","parados_tb_1a2a",1189
"Rioja (La)",2010,"17","parados_tb_1a2a",6543
"Rioja (La)",2008,"17","parados_tb_1a2a",1709
"Rioja (La)",2011,"17","parados_tb_1a2a",7588
"Rioja (La)",2014,"17","parados_tb_1a2a",5786
"Rioja (La)",2012,"17","parados_tb_1a2a",7527
"Rioja (La)",2015,"17","parados_tb_1a2a",6346
"Rioja (La)",2013,"17","parados_tb_1a2a",7090
"Andalucía",2008,"1","parados_tb_6ma1a",113432
"Andalucía",2006,"1","parados_tb_6ma1a",64339
"Andalucía",2009,"1","parados_tb_6ma1a",215758
"Andalucía",2007,"1","parados_tb_6ma1a",69830
"Andalucía",2010,"1","parados_tb_6ma1a",210411
"Andalucía",2013,"1","parados_tb_6ma1a",206682
"Andalucía",2011,"1","parados_tb_6ma1a",204610
"Andalucía",2014,"1","parados_tb_6ma1a",166477
"Andalucía",2015,"1","parados_tb_6ma1a",174071
"Andalucía",2012,"1","parados_tb_6ma1a",222350
"Aragón",2007,"2","parados_tb_6ma1a",4523
"Aragón",2008,"2","parados_tb_6ma1a",6451
"Aragón",2006,"2","parados_tb_6ma1a",5206
"Aragón",2009,"2","parados_tb_6ma1a",20631
"Aragón",2012,"2","parados_tb_6ma1a",20514
"Aragón",2010,"2","parados_tb_6ma1a",18946
"Aragón",2013,"2","parados_tb_6ma1a",23597
"Aragón",2014,"2","parados_tb_6ma1a",16060
"Aragón",2015,"2","parados_tb_6ma1a",15709
"Aragón",2011,"2","parados_tb_6ma1a",20119
"Asturias (Principado de)",2006,"3","parados_tb_6ma1a",7172
"Asturias (Principado de)",2009,"3","parados_tb_6ma1a",14089
"Asturias (Principado de)",2015,"3","parados_tb_6ma1a",13540
"Asturias (Principado de)",2013,"3","parados_tb_6ma1a",17339
"Asturias (Principado de)",2011,"3","parados_tb_6ma1a",13481
"Asturias (Principado de)",2014,"3","parados_tb_6ma1a",12755
"Asturias (Principado de)",2007,"3","parados_tb_6ma1a",6144
"Asturias (Principado de)",2010,"3","parados_tb_6ma1a",15871
"Asturias (Principado de)",2008,"3","parados_tb_6ma1a",6666
"Asturias (Principado de)",2012,"3","parados_tb_6ma1a",19878
"Balears (Illes)",2014,"4","parados_tb_6ma1a",17488
"Balears (Illes)",2010,"4","parados_tb_6ma1a",23838
"Balears (Illes)",2008,"4","parados_tb_6ma1a",6849
"Balears (Illes)",2006,"4","parados_tb_6ma1a",3537
"Balears (Illes)",2012,"4","parados_tb_6ma1a",25038
"Balears (Illes)",2015,"4","parados_tb_6ma1a",14942
"Balears (Illes)",2013,"4","parados_tb_6ma1a",18924
"Balears (Illes)",2011,"4","parados_tb_6ma1a",25915
"Balears (Illes)",2009,"4","parados_tb_6ma1a",23794
"Balears (Illes)",2007,"4","parados_tb_6ma1a",4937
"Canarias",2006,"5","parados_tb_6ma1a",18216
"Canarias",2007,"5","parados_tb_6ma1a",16104
"Canarias",2008,"5","parados_tb_6ma1a",32287
"Canarias",2011,"5","parados_tb_6ma1a",55932
"Canarias",2009,"5","parados_tb_6ma1a",63300
"Canarias",2015,"5","parados_tb_6ma1a",33481
"Canarias",2013,"5","parados_tb_6ma1a",52733
"Canarias",2014,"5","parados_tb_6ma1a",43831
"Canarias",2012,"5","parados_tb_6ma1a",62996
"Canarias",2010,"5","parados_tb_6ma1a",59629
"Cantabria",2008,"6","parados_tb_6ma1a",3650
"Cantabria",2006,"6","parados_tb_6ma1a",2196
"Cantabria",2009,"6","parados_tb_6ma1a",6923
"Cantabria",2007,"6","parados_tb_6ma1a",2248
"Cantabria",2010,"6","parados_tb_6ma1a",8161
"Cantabria",2013,"6","parados_tb_6ma1a",8333
"Cantabria",2011,"6","parados_tb_6ma1a",7176
"Cantabria",2014,"6","parados_tb_6ma1a",7366
"Cantabria",2015,"6","parados_tb_6ma1a",4990
"Cantabria",2012,"6","parados_tb_6ma1a",7844
"Castilla y León",2010,"7","parados_tb_6ma1a",38662
"Castilla y León",2008,"7","parados_tb_6ma1a",17052
"Castilla y León",2006,"7","parados_tb_6ma1a",13916
"Castilla y León",2007,"7","parados_tb_6ma1a",12235
"Castilla y León",2011,"7","parados_tb_6ma1a",37417
"Castilla y León",2009,"7","parados_tb_6ma1a",35215
"Castilla y León",2012,"7","parados_tb_6ma1a",41539
"Castilla y León",2015,"7","parados_tb_6ma1a",28314
"Castilla y León",2013,"7","parados_tb_6ma1a",39963
"Castilla y León",2014,"7","parados_tb_6ma1a",33030
"Castilla-La Mancha",2006,"8","parados_tb_6ma1a",12133
"Castilla-La Mancha",2009,"8","parados_tb_6ma1a",44732
"Castilla-La Mancha",2015,"8","parados_tb_6ma1a",41754
"Castilla-La Mancha",2013,"8","parados_tb_6ma1a",43821
"Castilla-La Mancha",2011,"8","parados_tb_6ma1a",42545
"Castilla-La Mancha",2014,"8","parados_tb_6ma1a",36756
"Castilla-La Mancha",2007,"8","parados_tb_6ma1a",10191
"Castilla-La Mancha",2010,"8","parados_tb_6ma1a",46207
"Castilla-La Mancha",2008,"8","parados_tb_6ma1a",17266
"Castilla-La Mancha",2012,"8","parados_tb_6ma1a",54640
"Cataluña",2008,"9","parados_tb_6ma1a",56290
"Cataluña",2014,"9","parados_tb_6ma1a",100709
"Cataluña",2012,"9","parados_tb_6ma1a",141578
"Cataluña",2010,"9","parados_tb_6ma1a",147979
"Cataluña",2013,"9","parados_tb_6ma1a",140613
"Cataluña",2006,"9","parados_tb_6ma1a",35975
"Cataluña",2009,"9","parados_tb_6ma1a",157484
"Cataluña",2015,"9","parados_tb_6ma1a",90589
"Cataluña",2011,"9","parados_tb_6ma1a",133075
"Cataluña",2007,"9","parados_tb_6ma1a",33631
"Ceuta",2010,"18","parados_tb_6ma1a",1479
"Ceuta",2008,"18","parados_tb_6ma1a",882
"Ceuta",2006,"18","parados_tb_6ma1a",1069
"Ceuta",2007,"18","parados_tb_6ma1a",909
"Ceuta",2011,"18","parados_tb_6ma1a",2187
"Ceuta",2009,"18","parados_tb_6ma1a",1380
"Ceuta",2012,"18","parados_tb_6ma1a",3011
"Ceuta",2015,"18","parados_tb_6ma1a",843
"Ceuta",2013,"18","parados_tb_6ma1a",1886
"Ceuta",2014,"18","parados_tb_6ma1a",964
"Comunidad Valenciana",2006,"10","parados_tb_6ma1a",25071
"Comunidad Valenciana",2007,"10","parados_tb_6ma1a",31821
"Comunidad Valenciana",2008,"10","parados_tb_6ma1a",42606
"Comunidad Valenciana",2011,"10","parados_tb_6ma1a",96270
"Comunidad Valenciana",2009,"10","parados_tb_6ma1a",129384
"Comunidad Valenciana",2015,"10","parados_tb_6ma1a",58668
"Comunidad Valenciana",2013,"10","parados_tb_6ma1a",98664
"Comunidad Valenciana",2014,"10","parados_tb_6ma1a",76079
"Comunidad Valenciana",2012,"10","parados_tb_6ma1a",95834
"Comunidad Valenciana",2010,"10","parados_tb_6ma1a",109076
"Extremadura",2008,"11","parados_tb_6ma1a",12034
"Extremadura",2012,"11","parados_tb_6ma1a",28176
"Extremadura",2010,"11","parados_tb_6ma1a",20863
"Extremadura",2013,"11","parados_tb_6ma1a",27486
"Extremadura",2006,"11","parados_tb_6ma1a",8751
"Extremadura",2009,"11","parados_tb_6ma1a",20470
"Extremadura",2007,"11","parados_tb_6ma1a",8595
"Extremadura",2011,"11","parados_tb_6ma1a",21439
"Extremadura",2014,"11","parados_tb_6ma1a",19544
"Extremadura",2015,"11","parados_tb_6ma1a",27177
"Galicia",2006,"12","parados_tb_6ma1a",15594
"Galicia",2007,"12","parados_tb_6ma1a",12675
"Galicia",2010,"12","parados_tb_6ma1a",43167
"Galicia",2008,"12","parados_tb_6ma1a",14700
"Galicia",2014,"12","parados_tb_6ma1a",39196
"Galicia",2012,"12","parados_tb_6ma1a",49547
"Galicia",2015,"12","parados_tb_6ma1a",34932
"Galicia",2013,"12","parados_tb_6ma1a",44947
"Galicia",2011,"12","parados_tb_6ma1a",38357
"Galicia",2009,"12","parados_tb_6ma1a",34051
"Madrid (Comunidad de)",2011,"13","parados_tb_6ma1a",102816
"Madrid (Comunidad de)",2009,"13","parados_tb_6ma1a",100349
"Madrid (Comunidad de)",2007,"13","parados_tb_6ma1a",31553
"Madrid (Comunidad de)",2008,"13","parados_tb_6ma1a",53797
"Madrid (Comunidad de)",2006,"13","parados_tb_6ma1a",30438
"Madrid (Comunidad de)",2012,"13","parados_tb_6ma1a",121937
"Madrid (Comunidad de)",2010,"13","parados_tb_6ma1a",116975
"Madrid (Comunidad de)",2013,"13","parados_tb_6ma1a",109688
"Madrid (Comunidad de)",2014,"13","parados_tb_6ma1a",82669
"Madrid (Comunidad de)",2015,"13","parados_tb_6ma1a",77612
"Melilla",2008,"19","parados_tb_6ma1a",986
"Melilla",2012,"19","parados_tb_6ma1a",1536
"Melilla",2010,"19","parados_tb_6ma1a",1171
"Melilla",2013,"19","parados_tb_6ma1a",2496
"Melilla",2006,"19","parados_tb_6ma1a",379
"Melilla",2009,"19","parados_tb_6ma1a",933
"Melilla",2007,"19","parados_tb_6ma1a",715
"Melilla",2011,"19","parados_tb_6ma1a",1206
"Melilla",2014,"19","parados_tb_6ma1a",701
"Melilla",2015,"19","parados_tb_6ma1a",1883
"Murcia (Región de)",2013,"14","parados_tb_6ma1a",28175
"Murcia (Región de)",2009,"14","parados_tb_6ma1a",34482
"Murcia (Región de)",2011,"14","parados_tb_6ma1a",28410
"Murcia (Región de)",2014,"14","parados_tb_6ma1a",23954
"Murcia (Región de)",2007,"14","parados_tb_6ma1a",5950
"Murcia (Región de)",2010,"14","parados_tb_6ma1a",29377
"Murcia (Región de)",2008,"14","parados_tb_6ma1a",12446
"Murcia (Región de)",2006,"14","parados_tb_6ma1a",6510
"Murcia (Región de)",2012,"14","parados_tb_6ma1a",32773
"Murcia (Región de)",2015,"14","parados_tb_6ma1a",33349
"Nacional",2014,"0","parados_tb_6ma1a",708254
"Nacional",2010,"0","parados_tb_6ma1a",925512
"Nacional",2008,"0","parados_tb_6ma1a",410811
"Nacional",2006,"0","parados_tb_6ma1a",264618
"Nacional",2012,"0","parados_tb_6ma1a",971693
"Nacional",2015,"0","parados_tb_6ma1a",683183
"Nacional",2013,"0","parados_tb_6ma1a",908011
"Nacional",2011,"0","parados_tb_6ma1a",866795
"Nacional",2009,"0","parados_tb_6ma1a",939108
"Nacional",2007,"0","parados_tb_6ma1a",266356
"Navarra (Comunidad Foral de)",2015,"15","parados_tb_6ma1a",6038
"Navarra (Comunidad Foral de)",2013,"15","parados_tb_6ma1a",9811
"Navarra (Comunidad Foral de)",2011,"15","parados_tb_6ma1a",7118
"Navarra (Comunidad Foral de)",2009,"15","parados_tb_6ma1a",6530
"Navarra (Comunidad Foral de)",2007,"15","parados_tb_6ma1a",2648
"Navarra (Comunidad Foral de)",2008,"15","parados_tb_6ma1a",2692
"Navarra (Comunidad Foral de)",2014,"15","parados_tb_6ma1a",6734
"Navarra (Comunidad Foral de)",2012,"15","parados_tb_6ma1a",9582
"Navarra (Comunidad Foral de)",2010,"15","parados_tb_6ma1a",7839
"Navarra (Comunidad Foral de)",2006,"15","parados_tb_6ma1a",1629
"País Vasco",2015,"16","parados_tb_6ma1a",21978
"País Vasco",2013,"16","parados_tb_6ma1a",27245
"País Vasco",2011,"16","parados_tb_6ma1a",24214
"País Vasco",2009,"16","parados_tb_6ma1a",25948
"País Vasco",2007,"16","parados_tb_6ma1a",10562
"País Vasco",2008,"16","parados_tb_6ma1a",8030
"País Vasco",2014,"16","parados_tb_6ma1a",19427
"País Vasco",2012,"16","parados_tb_6ma1a",26836
"País Vasco",2010,"16","parados_tb_6ma1a",21694
"País Vasco",2006,"16","parados_tb_6ma1a",11091
"Rioja (La)",2009,"17","parados_tb_6ma1a",3653
"Rioja (La)",2006,"17","parados_tb_6ma1a",1397
"Rioja (La)",2007,"17","parados_tb_6ma1a",1086
"Rioja (La)",2010,"17","parados_tb_6ma1a",4167
"Rioja (La)",2008,"17","parados_tb_6ma1a",2695
"Rioja (La)",2011,"17","parados_tb_6ma1a",4510
"Rioja (La)",2014,"17","parados_tb_6ma1a",4512
"Rioja (La)",2012,"17","parados_tb_6ma1a",6083
"Rioja (La)",2015,"17","parados_tb_6ma1a",3314
"Rioja (La)",2013,"17","parados_tb_6ma1a",5608
"Andalucía",2008,"1","parados_tb_menos6m",308314
"Andalucía",2006,"1","parados_tb_menos6m",178580
"Andalucía",2009,"1","parados_tb_menos6m",385072
"Andalucía",2007,"1","parados_tb_menos6m",197712
"Andalucía",2010,"1","parados_tb_menos6m",338568
"Andalucía",2013,"1","parados_tb_menos6m",305110
